"Id","Number","Cells__global_id","Cells__system_object_id","Cells__ID","Cells__YName","Cells__Name","Cells__AdmArea","Cells__District","Cells__ParkName","Cells__WiFiName","Cells__CoverageArea","Cells__FunctionFlag","Cells__AccessFlag","Cells__Password","Cells__Longitude_WGS84","Cells__Latitude_WGS84","Cells__geoData__type","Cells__geoData__coordinates__001","Cells__geoData__coordinates__002"
"7486ec61-5b57-46b7-a70c-dd068c5863fb","129","64001053","432","432","Точка доступа wi-fi mos.ru","Точка доступа №432","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.626850","55.831107","Point","37.626850000405277","55.831107000072812"
"e0e722af-1e95-4d01-b72b-ba99425e9f50","130","46813419","129","129","Точка доступа wi-fi mos.ru","Точка доступа №129","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.751067","55.768947","Point","37.751066999615944","55.768946999835542"
"c9f2d5c5-2770-4f19-8ffd-417312c27dbc","131","46813727","148","148","Точка доступа wi-fi mos.ru","Точка доступа №148","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.768175","55.695218","Point","37.768175000078642","55.695217999768083"
"8604c2f1-fb1b-4b29-9a93-fd5147e3db4e","132","46813370","96","96","Точка доступа wi-fi mos.ru","Точка доступа №96","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748299","55.779069","Point","37.748299000069728","55.779069000007311"
"a756a11b-1df0-4d44-9dd2-7940d5b5456f","133","46813608","219","219","Точка доступа wi-fi mos.ru","Точка доступа №219","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.775259","55.739767","Point","37.775259000323189","55.739766999796217"
"fa3a0d10-f70a-4907-9014-1e53d5745af0","134","46813731","151","151","Точка доступа wi-fi mos.ru","Точка доступа №151","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.769175","55.695463","Point","37.76917500016134","55.695462999907726"
"3ff322f1-d402-4b20-bd17-6f9400828ec4","135","46813551","331","331","Точка доступа wi-fi mos.ru","Точка доступа №331","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.45288","55.851844","Point","37.452879999626468","55.851843999809816"
"e5a6123d-a232-4126-ac3f-8d5f11a51ccd","136","64001048","427","427","Точка доступа wi-fi mos.ru","Точка доступа №427","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.620993","55.837837","Point","37.620993000024171","55.837836999871804"
"9ea6b270-33cf-481b-bd34-a20ee593ec22","137","46813565","190","190","Точка доступа wi-fi mos.ru","Точка доступа №190","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.774983","55.73895","Point","37.77498300013864","55.738949999841836"
"6c4d5e04-0fa1-4d20-84eb-0321a95660b5","138","46813596","212","212","Точка доступа wi-fi mos.ru","Точка доступа №212","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.773175","55.742511","Point","37.77317499959387","55.742511000050889"
"ca95dca6-bb32-4b32-96f6-6b937cb23146","139","46813730","150","150","Точка доступа wi-fi mos.ru","Точка доступа №150","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.769618","55.695542","Point","37.76961799985213","55.695542000199808"
"875d736a-66ba-453d-9ae6-618108dcac04","140","46808938","240","240","Точка доступа wi-fi mos.ru","Точка доступа №240","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.550339","55.752799","Point","37.550339000046691","55.752798999832073"
"8797d56a-74a4-45e8-b172-4bf10dafb3d0","141","46808969","263","263","Точка доступа wi-fi mos.ru","Точка доступа №263","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.552625","55.755637","Point","37.552625000442362","55.755637000131813"
"ca134028-c9c4-40e0-afe9-4f08bda59441","142","46813732","152","152","Точка доступа wi-fi mos.ru","Точка доступа №152","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.768603","55.694419","Point","37.768602999700832","55.694418999899618"
"12372e82-b3af-4068-a638-eab50543d4c8","143","64001014","393","393","Точка доступа wi-fi mos.ru","Точка доступа №393","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.629955","55.828747","Point","37.629955000235377","55.828746999853635"
"1692e485-0c00-4744-b3d8-601f9180e780","144","144556702","544","544","Точка доступа wi-fi mos.ru","Точка доступа №544","Северо-Восточный административный округ","район Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.57308","55.899632","Point","37.5730799996862","55.899632000181661"
"9af9256c-302b-47e4-b9e3-fd968662f73f","145","46813773","371","371","Точка доступа wi-fi mos.ru","Точка доступа №371","Западный административный округ","район Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.491672","55.75071","Point","37.491671999744582","55.750710000067372"
"9d717334-e335-4315-b000-34a09e73120b","146","46813365","93","93","Точка доступа wi-fi mos.ru","Точка доступа №93","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748177","55.77976","Point","37.748176999870992","55.779760000168046"
"3849a883-41bc-4bbf-a463-c485c944c1b6","147","64001079","458","458","Точка доступа wi-fi mos.ru","Точка доступа №458","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.637545","55.832039","Point","37.637544999919861","55.8320389997902"
"8e3d0bba-15be-45ec-881f-71a21e4f7b61","148","46808956","253","253","Точка доступа wi-fi mos.ru","Точка доступа №253","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.554969","55.75426","Point","37.554968999666066","55.754260000240578"
"125874e9-0211-40ca-bc8f-c267115180bc","149","46809106","354","354","Точка доступа wi-fi mos.ru","Точка доступа №354","Центральный административный округ","Тверской район","Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.609817","55.771315","Point","37.609817000285624","55.7713150000134"
"3e45020d-ffbb-45aa-acb0-0b00d7d3d34d","150","46813418","128","128","Точка доступа wi-fi mos.ru","Точка доступа №128","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.750663","55.769038","Point","37.750663000283211","55.769038000185787"
"e1ebc789-e010-48f0-b064-39c88f6969e8","151","46813588","206","206","Точка доступа wi-fi mos.ru","Точка доступа №206","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.776207","55.742359","Point","37.776206999629046","55.742358999917386"
"9173cdcc-7347-4ca5-89e2-11fef6696a23","152","46813528","185","185","Точка доступа wi-fi mos.ru","Точка доступа №185","Юго-Восточный административный округ","район Люблино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Люблино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.746907","55.687282","Point","37.746907000349857","55.68728199975309"
"7f7552e5-1a80-4ce3-aa43-84895f35e049","153","46809083","349","349","Точка доступа wi-fi mos.ru","Точка доступа №349","Центральный административный округ","Тверской район","Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.608279","55.769665","Point","37.608279000077587","55.76966499991812"
"4d79b108-9cde-4b26-87d9-41b48826bd97","154","46813480","42","42","Точка доступа wi-fi mos.ru","Точка доступа №42","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.750345","55.770672","Point","37.7503450002659","55.770671999958964"
"78459fe7-dc8d-4274-a6cd-47fb544fbb9f","155","46813689","307","307","Точка доступа wi-fi mos.ru","Точка доступа №307","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.454351","55.859992","Point","37.454350999887389","55.859992000189713"
"77151cc5-0aa8-432e-9f58-bbb2682bedbf","156","46813323","64","64","Точка доступа wi-fi mos.ru","Точка доступа №64","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.75132","55.78353","Point","37.751320000234244","55.783530000065788"
"e7d70905-60d4-4d75-9fed-72c24c4511ca","157","144556691","533","533","Точка доступа wi-fi mos.ru","Точка доступа №533","Северо-Восточный административный округ","район Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.569636","55.899468","Point","37.569635999922376","55.89946800004698"
"c759de90-0aa5-47df-9e28-54ee6736bb60","158","46813360","90","90","Точка доступа wi-fi mos.ru","Точка доступа №90","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748104","55.780795","Point","37.748104000076061","55.7807950000444"
"e87ed71d-965b-492a-b053-3aa99c92c2fc","159","46808736","339","339","Точка доступа wi-fi mos.ru","Точка доступа №339","Центральный административный округ","Таганский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Таганский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.666274","55.737962","Point","37.666274000360033","55.737962000136534"
"9b432401-0c8e-40e8-b5aa-807ac84c9e95","160","64001057","436","436","Точка доступа wi-fi mos.ru","Точка доступа №436","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.629299","55.832669","Point","37.629299000109249","55.832669000189654"
"64e5a7bf-ff02-4bff-b734-201ede71f53a","161","64001123","502","502","Точка доступа wi-fi mos.ru","Точка доступа №502","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.641711","55.830794","Point","37.641710999932059","55.830793999800996"
"2cc06966-3336-47f8-920a-f63fe48ca0a8","162","46813549","330","330","Точка доступа wi-fi mos.ru","Точка доступа №330","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.454253","55.851555","Point","37.4542529999781","55.851554999766286"
"adc09d91-49e3-481b-954d-fe0d0648084d","163","64001094","473","473","Точка доступа wi-fi mos.ru","Точка доступа №473","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.630378","55.826797","Point","37.630377999834657","55.826796999828943"
"e1defc7a-85b4-474d-a4ae-7e5cad1a657a","164","46813662","288","288","Точка доступа wi-fi mos.ru","Точка доступа №288","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.452758","55.863316","Point","37.452758000326064","55.863315999896919"
"0a94ccfb-2107-47da-b9e3-fd5c121ea73d","165","64001005","384","384","Точка доступа wi-fi mos.ru","Точка доступа №384","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.635580","55.826909","Point","37.635579999914576","55.826908999897711"
"d194ab12-acb9-4c39-8030-cccaa9b84cda","166","46813704","317","317","Точка доступа wi-fi mos.ru","Точка доступа №317","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.453","55.856226","Point","37.453000000175408","55.856226000140296"
"69a542a2-bafd-4742-b77c-207f1431882d","167","46808966","261","261","Точка доступа wi-fi mos.ru","Точка доступа №261","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.553044","55.755496","Point","37.553043999843737","55.755495999865985"
"e66f40a8-671c-49a0-9495-002b19b87aa0","168","46813337","74","74","Точка доступа wi-fi mos.ru","Точка доступа №74","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.751035","55.786381","Point","37.751034999828875","55.786381000042184"
"5dc5a5ce-b166-43d8-bc51-fd5041d6c63e","169","46813329","68","68","Точка доступа wi-fi mos.ru","Точка доступа №68","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.752155","55.784902","Point","37.75215499956218","55.784902000215013"
"df8c1627-6a75-449d-bf6a-2a5be4672807","170","46812528","1","1","Точка доступа wi-fi mos.ru","Точка доступа №1","Центральный административный округ","Басманный район","Государственное автономное учреждение культуры города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.660678","55.766413","Point","37.660678000094869","55.766412999890242"
"d0fe657b-cc47-4efd-9280-1e12076475d1","171","46813503","164","164","Точка доступа wi-fi mos.ru","Точка доступа №164","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.767534","55.695456","Point","37.767534000021143","55.695456000040757"
"75943c7f-2069-4289-924b-2fb3119b20b3","172","64001087","466","466","Точка доступа wi-fi mos.ru","Точка доступа №466","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.637081","55.826049","Point","37.637081000312691","55.826048999913347"
"72aa49f8-b307-4c48-b123-3dcd0590b53f","173","46813497","53","53","Точка доступа wi-fi mos.ru","Точка доступа №53","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.752616","55.780183","Point","37.752615999694633","55.78018299995567"
"20f8cc80-51b6-42a5-b604-80279668228c","174","144556664","506","506","Точка доступа wi-fi mos.ru","Точка доступа №506","Северо-Восточный административный округ","район Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.567294","55.900464","Point","37.567294000348546","55.900463999888288"
"de38ad41-03f9-4187-b38f-d6d6bade946b","175","46813783","378","378","Точка доступа wi-fi mos.ru","Точка доступа №378","Западный административный округ","район Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.487222","55.745833","Point","37.487222000050281","55.745832999862465"
"6c669b82-77b1-458f-9039-12c6c74c92de","176","46809115","356","356","Точка доступа wi-fi mos.ru","Точка доступа №356","Центральный административный округ","Тверской район","Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.611506","55.770298","Point","37.611506000106424","55.770297999761326"
"6654eb49-8919-453f-82e1-208ceb9b3106","177","46813506","166","166","Точка доступа wi-fi mos.ru","Точка доступа №166","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.7669","55.695448","Point","37.76689999963633","55.695447999757306"
"840ead36-58af-4f67-8e3d-c393be5cc339","178","46813508","167","167","Точка доступа wi-fi mos.ru","Точка доступа №167","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.766644","55.695067","Point","37.766644000441623","55.69506700018394"
"d4e2ab60-9338-4293-b3e7-12fadcd830f6","179","64001036","415","415","Точка доступа wi-fi mos.ru","Точка доступа №415","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.621762","55.834600","Point","37.621762000128186","55.834599999749585"
"33b170e8-c70c-4fac-86a5-959700931b86","180","46812831","239","239","Точка доступа wi-fi mos.ru","Точка доступа №239","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.550859","55.752958","Point","37.550858999730387","55.752957999924647"
"e5f8e51a-728e-424b-8056-a1cbd14604bf","181","64001007","386","386","Точка доступа wi-fi mos.ru","Точка доступа №386","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.634856","55.827398","Point","37.634856000016391","55.827398000065024"
"50dc7a86-51b2-4bee-8edf-f3f8924d9327","182","46813758","361","361","Точка доступа wi-fi mos.ru","Точка доступа №361","Западный административный округ","район Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.490473","55.747492","Point","37.490473000368567","55.747492000206691"
"9e542158-3a31-49d2-9131-afbe67228c2f","183","46813781","377","377","Точка доступа wi-fi mos.ru","Точка доступа №377","Западный административный округ","район Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.487111","55.746028","Point","37.4871109997222","55.746028000239654"
"8d1db2dd-f369-434d-90fb-fba0f0a31d14","184","46813448","20","20","Точка доступа wi-fi mos.ru","Точка доступа №20","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.750627","55.765875","Point","37.750627000298195","55.765874999798768"
"140b60c0-5bb3-4904-be7e-6475116e330b","185","46808958","255","255","Точка доступа wi-fi mos.ru","Точка доступа №255","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.554474","55.754754","Point","37.554474000096725","55.754753999873586"
"1b9fb32f-f166-4aa2-ab59-014b03e20b62","186","46813687","306","306","Точка доступа wi-fi mos.ru","Точка доступа №306","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.452184","55.860076","Point","37.452184000215716","55.86007600003785"
"d5622860-bbd4-4844-a53d-ee9f2c101c35","187","46813574","196","196","Точка доступа wi-fi mos.ru","Точка доступа №196","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.777264","55.741909","Point","37.777263999613133","55.741908999916788"
"432e77c1-ea7f-4079-b47a-b4c10c99da73","188","46813585","204","204","Точка доступа wi-fi mos.ru","Точка доступа №204","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.775858","55.742377","Point","37.77585799964956","55.742376999930805"
"4bdf6bd0-620c-4fab-8f85-cf7b37ac3749","189","144556679","521","521","Точка доступа wi-fi mos.ru","Точка доступа №521","Северо-Восточный административный округ","район Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.568645","55.901282","Point","37.568645000060528","55.901281999919419"
"a72b4cef-bd23-4e52-82f1-f7d20d60e217","190","46812815","228","228","Точка доступа wi-fi mos.ru","Точка доступа №228","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.548729","55.754043","Point","37.548728999868636","55.754043000172814"
"3b5deb2b-239c-4aa2-a5c8-fa498f752c93","191","46813514","176","176","Точка доступа wi-fi mos.ru","Точка доступа №176","Юго-Восточный административный округ","район Люблино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Люблино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.742407","55.687498","Point","37.742407000426844","55.687497999794523"
"20a2b21a-b014-4cc0-8997-9f6678d28926","192","46813371","97","97","Точка доступа wi-fi mos.ru","Точка доступа №97","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748292","55.778636","Point","37.748292000397051","55.778636000223642"
"b1315598-8158-4702-bd32-7d92209ac890","193","46813391","110","110","Точка доступа wi-fi mos.ru","Точка доступа №110","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.753462","55.774147","Point","37.753461999791561","55.77414700002678"
"7136bf28-1dc8-42b5-91c5-748d1a417fe3","194","46813475","39","39","Точка доступа wi-fi mos.ru","Точка доступа №39","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.751757","55.770427","Point","37.751757000077255","55.770426999938969"
"4906814e-22f9-4a2e-90d7-3069c102d6b9","195","46813352","84","84","Точка доступа wi-fi mos.ru","Точка доступа №84","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.747916","55.783504","Point","37.747915999755072","55.783503999911659"
"c4ea1b7c-7805-4c19-94d0-46bce9331c98","196","46813707","319","319","Точка доступа wi-fi mos.ru","Точка доступа №319","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.454995","55.856298","Point","37.454995000317922","55.85629800015775"
"e3e71d58-320e-48eb-b003-45be01c2b60d","197","64001070","449","449","Точка доступа wi-fi mos.ru","Точка доступа №449","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.629694","55.831602","Point","37.629694000119464","55.831602000170811"
"4a2a00e7-965d-4b47-91f3-8cb49ebdca64","198","64001077","456","456","Точка доступа wi-fi mos.ru","Точка доступа №456","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.639010","55.831347","Point","37.639010000332995","55.831347000188558"
"0599ff04-3a8f-4470-8ee8-36498800d5d3","199","64001100","479","479","Точка доступа wi-fi mos.ru","Точка доступа №479","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.626613","55.831387","Point","37.626612999680489","55.831387000147949"
"634247f2-893e-403b-a747-a36c38c38aea","200","46813319","61","61","Точка доступа wi-fi mos.ru","Точка доступа №61","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.751654","55.782129","Point","37.751654000145088","55.782128999893821"
"df1dd4ee-8cbe-44cf-a2bb-009605e2aef3","201","46813679","300","300","Точка доступа wi-fi mos.ru","Точка доступа №300","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.451628","55.861017","Point","37.451627999648714","55.861016999985473"
"e66ca08b-1c02-458a-9076-92369f3ff70f","202","46813756","359","359","Точка доступа wi-fi mos.ru","Точка доступа №359","Западный административный округ","район Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.48825","55.745732","Point","37.488249999722072","55.745732000085255"
"4cebff03-56d1-4d10-b9c0-c840c9c5aef0","203","46813668","292","292","Точка доступа wi-fi mos.ru","Точка доступа №292","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.450651","55.862677","Point","37.450651000030525","55.862677000034104"
"aa3f56aa-d4d6-4959-ae16-239fbb38c62b","204","46813458","27","27","Точка доступа wi-fi mos.ru","Точка доступа №27","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.749607","55.770849","Point","37.749607000124016","55.770848999970248"
"21d71df0-86ac-4b6d-a951-eb417a2b258c","205","64001114","493","493","Точка доступа wi-fi mos.ru","Точка доступа №493","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.622639","55.837076","Point","37.622639000187249","55.837075999781469"
"2408dbb9-e234-486f-81af-7bd1fec7b890","206","46813768","368","368","Точка доступа wi-fi mos.ru","Точка доступа №368","Западный административный округ","район Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.491035","55.750734","Point","37.491034999885059","55.750733999834246"
"1e575c77-6ea2-4da5-b664-79769974a174","207","46813615","224","224","Точка доступа wi-fi mos.ru","Точка доступа №224","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.7718","55.74005","Point","37.771799999592439","55.740050000032156"
